LECROYWR64Xi,10075,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,05-Dec-2013 13:21:19,0                 
Time,Ampl
4.57998363e-005,0
4.58000363e-005,0.00026879
4.58002363e-005,0.000537579
4.58004363e-005,-0.000537579
4.58006363e-005,-0.000537579
4.58008363e-005,-0.00134395
4.58010363e-005,-0.00107516
4.58012363e-005,-0.00134395
4.58014363e-005,-0.00161274
4.58016363e-005,-0.00161274
4.58018363e-005,-0.00188153
4.58020363e-005,-0.00215032
4.58022363e-005,-0.00188153
4.58024363e-005,-0.00161274
4.58026363e-005,-0.00161274
4.58028363e-005,-0.00188153
4.58030363e-005,-0.00188153
4.58032363e-005,-0.00161274
4.58034363e-005,-0.00188153
4.58036363e-005,-0.00161274
4.58038363e-005,-0.00188153
4.58040363e-005,-0.00134395
4.58042363e-005,-0.00134395
4.58044363e-005,-0.00107516
4.58046363e-005,-0.00161274
4.58048363e-005,-0.00134395
4.58050363e-005,-0.00107516
4.58052363e-005,-0.000537579
4.58054363e-005,-0.00026879
4.58056363e-005,0.00026879
4.58058363e-005,0.000537579
4.58060363e-005,0.000537579
4.58062363e-005,0.00026879
4.58064363e-005,0.000537579
4.58066363e-005,0.000806369
4.58068363e-005,0.00134395
4.58070363e-005,0.000537579
4.58072363e-005,0.000537579
4.58074363e-005,0.00026879
4.58076363e-005,0.00026879
4.58078363e-005,0.00026879
4.58080363e-005,0
4.58082363e-005,-0.00026879
4.58084363e-005,0
4.58086363e-005,0
4.58088363e-005,0
4.58090363e-005,-0.00026879
4.58092363e-005,0.00026879
4.58094363e-005,-0.00026879
4.58096363e-005,0.00026879
4.58098363e-005,0.000537579
4.58100363e-005,0.00026879
4.58102363e-005,0.000806369
4.58104363e-005,0.000537579
4.58106363e-005,0.00107516
4.58108363e-005,0.00107516
4.58110363e-005,0.00107516
4.58112363e-005,0.00161274
4.58114363e-005,0.00161274
4.58116363e-005,0.00107516
4.58118363e-005,0.000537579
4.58120363e-005,0.000806369
4.58122363e-005,0.00026879
4.58124363e-005,-0.000537579
4.58126363e-005,-0.00134395
4.58128363e-005,-0.00161274
4.58130363e-005,-0.00161274
4.58132363e-005,-0.00188153
4.58134363e-005,-0.00188153
4.58136363e-005,-0.00161274
4.58138363e-005,-0.00188153
4.58140363e-005,-0.00188153
4.58142363e-005,-0.00188153
4.58144363e-005,-0.00161274
4.58146363e-005,-0.00134395
4.58148363e-005,-0.00134395
4.58150363e-005,-0.00134395
4.58152363e-005,-0.00107516
4.58154363e-005,-0.000537579
4.58156363e-005,-0.000537579
4.58158363e-005,-0.000806369
4.58160363e-005,0
4.58162363e-005,-0.000537579
4.58164363e-005,-0.00026879
4.58166363e-005,-0.000806369
4.58168363e-005,-0.00134395
4.58170363e-005,-0.00161274
4.58172363e-005,-0.00107516
4.58174363e-005,-0.00161274
4.58176363e-005,-0.00161274
4.58178363e-005,-0.00161274
4.58180363e-005,-0.00134395
4.58182363e-005,-0.00134395
4.58184363e-005,-0.000806369
4.58186363e-005,0
4.58188363e-005,-0.000537579
4.58190363e-005,-0.000537579
4.58192363e-005,-0.000806369
4.58194363e-005,-0.000806369
4.58196363e-005,-0.000537579
4.58198363e-005,-0.000806369
4.58200363e-005,-0.000806369
4.58202363e-005,-0.000806369
4.58204363e-005,-0.00134395
4.58206363e-005,-0.00134395
4.58208363e-005,-0.00188153
4.58210363e-005,-0.00188153
4.58212363e-005,-0.00134395
4.58214363e-005,-0.00161274
4.58216363e-005,-0.00107516
4.58218363e-005,-0.000806369
4.58220363e-005,-0.00107516
4.58222363e-005,-0.000806369
4.58224363e-005,-0.00026879
4.58226363e-005,0
4.58228363e-005,0.00026879
4.58230363e-005,0.00107516
4.58232363e-005,0.000537579
4.58234363e-005,0.000537579
4.58236363e-005,0.00026879
4.58238363e-005,0.00026879
4.58240363e-005,0
4.58242363e-005,0
4.58244363e-005,-0.000537579
4.58246363e-005,-0.000537579
4.58248363e-005,-0.00107516
4.58250363e-005,-0.000537579
4.58252363e-005,-0.000806369
4.58254363e-005,-0.000537579
4.58256363e-005,-0.000806369
4.58258363e-005,-0.00107516
4.58260363e-005,-0.000806369
4.58262363e-005,-0.000806369
4.58264363e-005,-0.000806369
4.58266363e-005,-0.00107516
4.58268363e-005,-0.00161274
4.58270363e-005,-0.00161274
4.58272363e-005,-0.00134395
4.58274363e-005,-0.00107516
4.58276363e-005,-0.00107516
4.58278363e-005,-0.000806369
4.58280363e-005,-0.000537579
4.58282363e-005,-0.000806369
4.58284363e-005,-0.000537579
4.58286363e-005,-0.00188153
4.58288363e-005,-0.00107516
4.58290363e-005,-0.00107516
4.58292363e-005,-0.00107516
4.58294363e-005,-0.000537579
4.58296363e-005,-0.00107516
4.58298363e-005,-0.000537579
4.58300363e-005,-0.000806369
4.58302363e-005,-0.00026879
4.58304363e-005,0
4.58306363e-005,-0.00026879
4.58308363e-005,0.000537579
4.58310363e-005,0.000537579
4.58312363e-005,0.000806369
4.58314363e-005,0.000537579
4.58316363e-005,0
4.58318363e-005,0.000537579
4.58320363e-005,0.000806369
4.58322363e-005,0.00026879
4.58324363e-005,0.000537579
4.58326363e-005,0.00107516
4.58328363e-005,0.00026879
4.58330363e-005,-0.000537579
4.58332363e-005,-0.000537579
4.58334363e-005,0
4.58336363e-005,0
4.58338363e-005,-0.00026879
4.58340363e-005,-0.000537579
4.58342363e-005,-0.000537579
4.58344363e-005,-0.000537579
4.58346363e-005,0
4.58348363e-005,-0.000537579
4.58350363e-005,-0.000806369
4.58352363e-005,-0.000537579
4.58354363e-005,-0.000806369
4.58356363e-005,-0.000537579
4.58358363e-005,0.00026879
4.58360363e-005,0.00026879
4.58362363e-005,0
4.58364363e-005,-0.00026879
4.58366363e-005,-0.000537579
4.58368363e-005,-0.000537579
4.58370363e-005,-0.00026879
4.58372363e-005,-0.00026879
4.58374363e-005,0.000537579
4.58376363e-005,0.00107516
4.58378363e-005,0.000806369
4.58380363e-005,0.00134395
4.58382363e-005,0.00134395
4.58384363e-005,0.00107516
4.58386363e-005,0.000537579
4.58388363e-005,0.00107516
4.58390363e-005,0.00026879
4.58392363e-005,0.000806369
4.58394363e-005,0.000537579
4.58396363e-005,-0.00026879
4.58398363e-005,-0.000806369
4.58400363e-005,-0.000806369
4.58402363e-005,-0.00134395
4.58404363e-005,-0.000806369
