LECROYWR64Xi,10075,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,05-Dec-2013 13:20:17,0                 
Time,Ampl
4.5799842e-005,-0.000806369
4.5800042e-005,-0.000806369
4.5800242e-005,-0.000806369
4.5800442e-005,-0.000806369
4.5800642e-005,-0.00107516
4.5800842e-005,-0.000806369
4.5801042e-005,0
4.5801242e-005,0.00026879
4.5801442e-005,-0.00026879
4.5801642e-005,0.00026879
4.5801842e-005,-0.00026879
4.5802042e-005,0
4.5802242e-005,0.000537579
4.5802442e-005,0
4.5802642e-005,0
4.5802842e-005,0.000537579
4.5803042e-005,0.00026879
4.5803242e-005,0.00026879
4.5803442e-005,0.00026879
4.5803642e-005,0
4.5803842e-005,-0.00026879
4.5804042e-005,0
4.5804242e-005,-0.000537579
4.5804442e-005,-0.000537579
4.5804642e-005,-0.000537579
4.5804842e-005,-0.00026879
4.5805042e-005,-0.00026879
4.5805242e-005,-0.00026879
4.5805442e-005,-0.00026879
4.5805642e-005,0.000806369
4.5805842e-005,0.000806369
4.5806042e-005,0.00107516
4.5806242e-005,0.000806369
4.5806442e-005,0.000806369
4.5806642e-005,0.000537579
4.5806842e-005,0.00107516
4.5807042e-005,0.00134395
4.5807242e-005,0.00161274
4.5807442e-005,0.00188153
4.5807642e-005,0.00134395
4.5807842e-005,0.000806369
4.5808042e-005,0.000537579
4.5808242e-005,0.000806369
4.5808442e-005,0.000537579
4.5808642e-005,0.000806369
4.5808842e-005,0.000537579
4.5809042e-005,0.000537579
4.5809242e-005,0
4.5809442e-005,0.00026879
4.5809642e-005,0.000537579
4.5809842e-005,0.000537579
4.5810042e-005,0.000537579
4.5810242e-005,0
4.5810442e-005,0
4.5810642e-005,0.00026879
4.5810842e-005,0.000537579
4.5811042e-005,0.00026879
4.5811242e-005,0.00107516
4.5811442e-005,0.00107516
4.5811642e-005,0.000806369
4.5811842e-005,0.000806369
4.5812042e-005,0.000537579
4.5812242e-005,0.00134395
4.5812442e-005,0.00134395
4.5812642e-005,0.00107516
4.5812842e-005,0.00215032
4.5813042e-005,0.00161274
4.5813242e-005,0.00215032
4.5813442e-005,0.00188153
4.5813642e-005,0.00161274
4.5813842e-005,0.00188153
4.5814042e-005,0.00161274
4.5814242e-005,0.00161274
4.5814442e-005,0.00134395
4.5814642e-005,0.00188153
4.5814842e-005,0.00215032
4.5815042e-005,0.00322548
4.5815242e-005,0.00376306
4.5815442e-005,0.00322548
4.5815642e-005,0.00376306
4.5815842e-005,0.00349427
4.5816042e-005,0.00322548
4.5816242e-005,0.00376306
4.5816442e-005,0.00322548
4.5816642e-005,0.00322548
4.5816842e-005,0.00322548
4.5817042e-005,0.00295669
4.5817242e-005,0.00241911
4.5817442e-005,0.00241911
4.5817642e-005,0.0026879
4.5817842e-005,0.00215032
4.5818042e-005,0.00188153
4.5818242e-005,0.00241911
4.5818442e-005,0.00215032
4.5818642e-005,0.00161274
4.5818842e-005,0.00107516
4.5819042e-005,0.00134395
4.5819242e-005,0.00161274
4.5819442e-005,0.00161274
4.5819642e-005,0.000806369
4.5819842e-005,0
4.5820042e-005,-0.000537579
4.5820242e-005,-0.00107516
4.5820442e-005,-0.00107516
4.5820642e-005,-0.000806369
4.5820842e-005,-0.00134395
4.5821042e-005,-0.000806369
4.5821242e-005,-0.00107516
4.5821442e-005,-0.00134395
4.5821642e-005,-0.00134395
4.5821842e-005,-0.00107516
4.5822042e-005,-0.00134395
4.5822242e-005,-0.00215032
4.5822442e-005,-0.00241911
4.5822642e-005,-0.0026879
4.5822842e-005,-0.00215032
4.5823042e-005,-0.0026879
4.5823242e-005,-0.00241911
4.5823442e-005,-0.00215032
4.5823642e-005,-0.00215032
4.5823842e-005,-0.00215032
4.5824042e-005,-0.00241911
4.5824242e-005,-0.00161274
4.5824442e-005,-0.00215032
4.5824642e-005,-0.00188153
4.5824842e-005,-0.00134395
4.5825042e-005,-0.00134395
4.5825242e-005,-0.00107516
4.5825442e-005,-0.000806369
4.5825642e-005,-0.00134395
4.5825842e-005,-0.000537579
4.5826042e-005,-0.000537579
4.5826242e-005,0
4.5826442e-005,0.000537579
4.5826642e-005,0.000806369
4.5826842e-005,0.00107516
4.5827042e-005,0.00107516
4.5827242e-005,0.00134395
4.5827442e-005,0.00134395
4.5827642e-005,0.00161274
4.5827842e-005,0.00107516
4.5828042e-005,0.00134395
4.5828242e-005,0.000806369
4.5828442e-005,0.00161274
4.5828642e-005,0.00134395
4.5828842e-005,0.00107516
4.5829042e-005,0.00107516
4.5829242e-005,0.000537579
4.5829442e-005,0
4.5829642e-005,0.000537579
4.5829842e-005,0.00026879
4.5830042e-005,-0.000537579
4.5830242e-005,-0.00107516
4.5830442e-005,-0.00107516
4.5830642e-005,-0.00161274
4.5830842e-005,-0.00161274
4.5831042e-005,-0.000806369
4.5831242e-005,-0.00134395
4.5831442e-005,-0.00161274
4.5831642e-005,-0.00215032
4.5831842e-005,-0.00215032
4.5832042e-005,-0.00241911
4.5832242e-005,-0.00295669
4.5832442e-005,-0.00322548
4.5832642e-005,-0.00322548
4.5832842e-005,-0.00349427
4.5833042e-005,-0.00430063
4.5833242e-005,-0.00456942
4.5833442e-005,-0.00483821
4.5833642e-005,-0.00483821
4.5833842e-005,-0.00456942
4.5834042e-005,-0.005107
4.5834242e-005,-0.00564458
4.5834442e-005,-0.00564458
4.5834642e-005,-0.00645095
4.5834842e-005,-0.00618216
4.5835042e-005,-0.00564458
4.5835242e-005,-0.00564458
4.5835442e-005,-0.005107
4.5835642e-005,-0.00483821
4.5835842e-005,-0.00456942
4.5836042e-005,-0.00376306
4.5836242e-005,-0.00349427
4.5836442e-005,-0.00322548
4.5836642e-005,-0.00349427
4.5836842e-005,-0.00322548
4.5837042e-005,-0.00349427
4.5837242e-005,-0.00241911
4.5837442e-005,-0.00241911
4.5837642e-005,-0.00241911
4.5837842e-005,-0.00215032
4.5838042e-005,-0.00161274
4.5838242e-005,-0.00215032
4.5838442e-005,-0.00161274
4.5838642e-005,-0.00161274
4.5838842e-005,-0.000806369
4.5839042e-005,-0.00026879
4.5839242e-005,0.00026879
4.5839442e-005,0.00026879
4.5839642e-005,0
4.5839842e-005,0.000537579
4.5840042e-005,0
4.5840242e-005,0.00026879
4.5840442e-005,0.00026879
4.5840642e-005,0.000806369
4.5840842e-005,0.000537579
4.5841042e-005,0.000806369
4.5841242e-005,0.000537579
4.5841442e-005,-0.00026879
4.5841642e-005,-0.000537579
4.5841842e-005,-0.00134395
4.5842042e-005,-0.00134395
4.5842242e-005,-0.00134395
4.5842442e-005,-0.00107516
4.5842642e-005,-0.00134395
4.5842842e-005,-0.00134395
4.5843042e-005,-0.00161274
4.5843242e-005,-0.00215032
4.5843442e-005,-0.00241911
4.5843642e-005,-0.00241911
4.5843842e-005,-0.00215032
4.5844042e-005,-0.0026879
4.5844242e-005,-0.00241911
4.5844442e-005,-0.00322548
4.5844642e-005,-0.00322548
4.5844842e-005,-0.00295669
4.5845042e-005,-0.00322548
4.5845242e-005,-0.00349427
4.5845442e-005,-0.00349427
4.5845642e-005,-0.00322548
4.5845842e-005,-0.0026879
4.5846042e-005,-0.00295669
4.5846242e-005,-0.00349427
4.5846442e-005,-0.00376306
4.5846642e-005,-0.00322548
4.5846842e-005,-0.0026879
4.5847042e-005,-0.00215032
4.5847242e-005,-0.00215032
4.5847442e-005,-0.00241911
4.5847642e-005,-0.00215032
4.5847842e-005,-0.00188153
4.5848042e-005,-0.00107516
4.5848242e-005,-0.000806369
4.5848442e-005,-0.00107516
4.5848642e-005,-0.000537579
4.5848842e-005,0.00026879
4.5849042e-005,0.00107516
4.5849242e-005,0.00107516
4.5849442e-005,0.00107516
4.5849642e-005,0.00161274
4.5849842e-005,0.00188153
4.5850042e-005,0.00161274
4.5850242e-005,0.00188153
4.5850442e-005,0.00215032
4.5850642e-005,0.00188153
4.5850842e-005,0.00161274
4.5851042e-005,0.00134395
4.5851242e-005,0.00215032
4.5851442e-005,0.00188153
4.5851642e-005,0.00188153
4.5851842e-005,0.00161274
4.5852042e-005,0.00161274
4.5852242e-005,0.00241911
4.5852442e-005,0.0026879
4.5852642e-005,0.00241911
4.5852842e-005,0.00215032
4.5853042e-005,0.0026879
4.5853242e-005,0.00241911
4.5853442e-005,0.00241911
4.5853642e-005,0.0026879
4.5853842e-005,0.00161274
4.5854042e-005,0.00241911
4.5854242e-005,0.00241911
4.5854442e-005,0.00134395
4.5854642e-005,0.00161274
4.5854842e-005,0.00107516
4.5855042e-005,0.00134395
4.5855242e-005,0.00107516
4.5855442e-005,0.00107516
4.5855642e-005,0.000806369
4.5855842e-005,0.000806369
4.5856042e-005,0.00107516
4.5856242e-005,0.00107516
4.5856442e-005,0.000806369
4.5856642e-005,0
4.5856842e-005,0
4.5857042e-005,0
4.5857242e-005,0.00026879
4.5857442e-005,0.000537579
4.5857642e-005,0.00026879
4.5857842e-005,0
4.5858042e-005,0
4.5858242e-005,-0.000806369
4.5858442e-005,-0.000537579
4.5858642e-005,-0.00134395
4.5858842e-005,-0.00161274
4.5859042e-005,-0.00134395
4.5859242e-005,-0.000806369
4.5859442e-005,-0.000537579
4.5859642e-005,-0.000537579
4.5859842e-005,0.00026879
4.5860042e-005,-0.00026879
4.5860242e-005,0.00026879
4.5860442e-005,0
4.5860642e-005,0.00026879
4.5860842e-005,0.00134395
4.5861042e-005,0.00107516
4.5861242e-005,0.00107516
4.5861442e-005,0.00161274
4.5861642e-005,0.00161274
4.5861842e-005,0.00161274
4.5862042e-005,0.00161274
4.5862242e-005,0.00161274
4.5862442e-005,0.00188153
4.5862642e-005,0.00188153
4.5862842e-005,0.00188153
4.5863042e-005,0.00215032
4.5863242e-005,0.00188153
4.5863442e-005,0.00134395
4.5863642e-005,0.00134395
4.5863842e-005,0.00107516
4.5864042e-005,0.00107516
4.5864242e-005,0.000537579
4.5864442e-005,0.000806369
4.5864642e-005,0.00134395
4.5864842e-005,0.00161274
4.5865042e-005,0.00188153
4.5865242e-005,0.00188153
4.5865442e-005,0.00215032
4.5865642e-005,0.00241911
4.5865842e-005,0.00215032
4.5866042e-005,0.00215032
4.5866242e-005,0.00215032
4.5866442e-005,0.00215032
4.5866642e-005,0.00107516
4.5866842e-005,0.00134395
4.5867042e-005,0.00107516
4.5867242e-005,0.00134395
4.5867442e-005,0.00107516
4.5867642e-005,0.000537579
4.5867842e-005,0.00026879
4.5868042e-005,0.000537579
4.5868242e-005,-0.00026879
4.5868442e-005,-0.00026879
4.5868642e-005,0
4.5868842e-005,-0.000806369
4.5869042e-005,-0.000806369
4.5869242e-005,-0.00134395
4.5869442e-005,-0.00161274
4.5869642e-005,-0.00134395
4.5869842e-005,-0.00161274
4.5870042e-005,-0.00188153
4.5870242e-005,-0.00241911
4.5870442e-005,-0.00295669
4.5870642e-005,-0.00322548
4.5870842e-005,-0.00322548
4.5871042e-005,-0.00322548
4.5871242e-005,-0.00322548
4.5871442e-005,-0.00322548
4.5871642e-005,-0.00295669
4.5871842e-005,-0.00241911
4.5872042e-005,-0.00215032
4.5872242e-005,-0.00107516
4.5872442e-005,-0.00134395
4.5872642e-005,-0.00161274
4.5872842e-005,-0.00107516
4.5873042e-005,-0.00107516
4.5873242e-005,-0.00107516
4.5873442e-005,-0.00107516
4.5873642e-005,-0.00107516
4.5873842e-005,-0.00134395
4.5874042e-005,-0.00107516
4.5874242e-005,-0.000806369
4.5874442e-005,-0.00107516
4.5874642e-005,-0.000806369
4.5874842e-005,-0.00107516
4.5875042e-005,-0.00134395
4.5875242e-005,-0.000806369
4.5875442e-005,-0.00134395
4.5875642e-005,-0.00134395
4.5875842e-005,-0.00188153
4.5876042e-005,-0.00188153
4.5876242e-005,-0.00215032
4.5876442e-005,-0.00188153
4.5876642e-005,-0.00215032
4.5876842e-005,-0.00241911
4.5877042e-005,-0.00215032
4.5877242e-005,-0.00215032
4.5877442e-005,-0.00215032
4.5877642e-005,-0.00188153
4.5877842e-005,-0.00188153
4.5878042e-005,-0.00188153
4.5878242e-005,-0.00161274
4.5878442e-005,-0.00215032
4.5878642e-005,-0.00215032
4.5878842e-005,-0.00241911
4.5879042e-005,-0.0026879
4.5879242e-005,-0.0026879
4.5879442e-005,-0.00241911
4.5879642e-005,-0.00241911
4.5879842e-005,-0.00241911
4.5880042e-005,-0.00215032
4.5880242e-005,-0.00161274
4.5880442e-005,-0.00161274
4.5880642e-005,-0.00134395
4.5880842e-005,-0.00107516
4.5881042e-005,-0.000806369
4.5881242e-005,-0.000537579
4.5881442e-005,-0.00107516
4.5881642e-005,-0.000806369
4.5881842e-005,-0.000806369
4.5882042e-005,-0.00134395
4.5882242e-005,-0.00188153
4.5882442e-005,-0.00215032
4.5882642e-005,-0.00295669
4.5882842e-005,-0.0026879
4.5883042e-005,-0.0026879
4.5883242e-005,-0.00295669
4.5883442e-005,-0.00322548
4.5883642e-005,-0.00322548
4.5883842e-005,-0.00376306
4.5884042e-005,-0.00376306
4.5884242e-005,-0.00403185
4.5884442e-005,-0.00403185
4.5884642e-005,-0.00376306
4.5884842e-005,-0.00322548
4.5885042e-005,-0.00349427
4.5885242e-005,-0.0026879
4.5885442e-005,-0.00188153
4.5885642e-005,-0.00188153
4.5885842e-005,-0.00188153
4.5886042e-005,-0.00161274
4.5886242e-005,-0.00161274
4.5886442e-005,-0.00134395
4.5886642e-005,-0.00134395
4.5886842e-005,-0.00107516
4.5887042e-005,-0.000806369
4.5887242e-005,-0.000806369
4.5887442e-005,-0.000806369
4.5887642e-005,-0.000806369
4.5887842e-005,-0.000806369
4.5888042e-005,-0.000537579
4.5888242e-005,-0.00026879
4.5888442e-005,-0.000806369
4.5888642e-005,-0.00134395
4.5888842e-005,-0.00026879
4.5889042e-005,-0.000806369
4.5889242e-005,-0.00107516
