LECROYWR64Xi,10075,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,05-Dec-2013 14:30:52,0                 
Time,Ampl
4.57999022e-005,-0.00026879
4.58001022e-005,-0.000806369
4.58003022e-005,-0.000806369
4.58005022e-005,-0.00026879
4.58007022e-005,0
4.58009022e-005,-0.000537579
4.58011022e-005,-0.00026879
4.58013022e-005,-0.000806369
4.58015022e-005,-0.000806369
4.58017022e-005,-0.000806369
4.58019022e-005,-0.000806369
4.58021022e-005,-0.00107516
4.58023022e-005,-0.00161274
4.58025022e-005,-0.00188153
4.58027022e-005,-0.00188153
4.58029022e-005,-0.00188153
4.58031022e-005,-0.00215032
4.58033022e-005,-0.00161274
4.58035022e-005,-0.00134395
4.58037022e-005,-0.00107516
4.58039022e-005,-0.00134395
4.58041022e-005,-0.00161274
4.58043022e-005,-0.00134395
4.58045022e-005,-0.00134395
4.58047022e-005,-0.000806369
4.58049022e-005,-0.00107516
4.58051022e-005,-0.000537579
4.58053022e-005,0.00026879
4.58055022e-005,-0.000806369
4.58057022e-005,-0.000537579
4.58059022e-005,0.00026879
4.58061022e-005,0
4.58063022e-005,0.000537579
4.58065022e-005,0.00026879
4.58067022e-005,0.00026879
4.58069022e-005,0
4.58071022e-005,0.000537579
4.58073022e-005,-0.00026879
4.58075022e-005,0
4.58077022e-005,-0.00026879
4.58079022e-005,-0.000537579
4.58081022e-005,-0.00107516
4.58083022e-005,-0.000537579
4.58085022e-005,-0.00107516
4.58087022e-005,-0.00161274
4.58089022e-005,-0.00161274
4.58091022e-005,-0.00161274
4.58093022e-005,-0.00161274
4.58095022e-005,-0.00134395
4.58097022e-005,-0.00134395
4.58099022e-005,-0.00161274
4.58101022e-005,-0.00107516
4.58103022e-005,-0.00161274
4.58105022e-005,-0.00107516
4.58107022e-005,-0.000806369
4.58109022e-005,-0.00107516
4.58111022e-005,-0.000806369
4.58113022e-005,-0.000806369
4.58115022e-005,-0.00026879
4.58117022e-005,0
4.58119022e-005,0
4.58121022e-005,-0.000806369
4.58123022e-005,-0.000537579
4.58125022e-005,0
4.58127022e-005,-0.000537579
4.58129022e-005,-0.000537579
4.58131022e-005,-0.000806369
4.58133022e-005,-0.00107516
4.58135022e-005,-0.00107516
4.58137022e-005,-0.00107516
4.58139022e-005,-0.00107516
4.58141022e-005,-0.00134395
4.58143022e-005,-0.00161274
4.58145022e-005,-0.00161274
4.58147022e-005,-0.00161274
4.58149022e-005,-0.00188153
4.58151022e-005,-0.00134395
4.58153022e-005,-0.00107516
4.58155022e-005,-0.000806369
4.58157022e-005,-0.000537579
4.58159022e-005,-0.00107516
4.58161022e-005,-0.000806369
4.58163022e-005,-0.00134395
4.58165022e-005,-0.00161274
4.58167022e-005,-0.00161274
4.58169022e-005,-0.00161274
4.58171022e-005,-0.00161274
4.58173022e-005,-0.000806369
4.58175022e-005,-0.00107516
4.58177022e-005,-0.000537579
4.58179022e-005,-0.000806369
4.58181022e-005,-0.00107516
4.58183022e-005,-0.00161274
4.58185022e-005,-0.00107516
4.58187022e-005,-0.00107516
4.58189022e-005,-0.00134395
4.58191022e-005,-0.00107516
4.58193022e-005,-0.00107516
4.58195022e-005,-0.000806369
4.58197022e-005,-0.000806369
4.58199022e-005,-0.000537579
